name,sex,age,height,weight,team,year,city,sport,event,medal
John Thomas "Jack" Rimmer,M,22,NA,NA,Great Britain,1900,Paris,Athletics,"Athletics Men's 4,000 metres Steeplechase",Gold
John Thomas "Jack" Rimmer,M,22,NA,NA,Amateur Athletic Association,1900,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Gold
Andr Flix Rischmann,M,18,NA,NA,Union des Socits Franais de Sports Athletiques,1900,Paris,Rugby,Rugby Men's Rugby,Gold
Sidney John Robinson,M,23,NA,NA,Amateur Athletic Association,1900,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Gold
Conrad Karl Rderer,M,31,NA,NA,Switzerland,1900,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
Conrad Karl Rderer,M,31,NA,NA,Switzerland,1900,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold
Cornelius Louis Andr Roosevelt,M,21,NA,NA,Union des Socits Franais de Sports Athletiques,1900,Paris,Rugby,Rugby Men's Rugby,Gold
Stanley Rupert "Stan" Rowley,M,23,178,71,Amateur Athletic Association,1900,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Gold
mile Sacr,M,NA,NA,NA,Fantlet-7,1900,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Gold
Silvaine Gustave Sandras,M,28,NA,NA,France,1900,Paris,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Charles Edward Sands,M,34,181,NA,United States,1900,Paris,Golf,Golf Men's Individual,Gold
mile Pierre Sarrade,M,23,NA,NA,Union des Socits Franais de Sports Athletiques,1900,Paris,Rugby,Rugby Men's Rugby,Gold
Eugen Stahl Schmidt,M,38,NA,NA,Denmark/Sweden,1900,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Richard "Dick" Sheldon,M,21,NA,NA,United States,1900,Paris,Athletics,Athletics Men's Shot Put,Gold
Gustaf Fredrik Sderstrm,M,34,NA,NA,Denmark/Sweden,1900,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Frederick George "Fred" Spackman,M,NA,NA,NA,Upton Park FC,1900,Paris,Football,Football Men's Football,Gold
Karl Gustaf Vilhelm Staaf (Johansson-),M,19,NA,NA,Denmark/Sweden,1900,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Konrad Stheli,M,33,168,NA,Switzerland,1900,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold
Konrad Stheli,M,33,168,NA,Switzerland,1900,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
Konrad Stheli,M,33,168,NA,Switzerland,1900,Paris,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres",Gold
Frederick Stapleton,M,23,NA,NA,"Osborne Swimming Club, Manchester",1900,Paris,Water Polo,Water Polo Men's Water Polo,Gold
John Symes,M,21,NA,NA,Devon and Somerset Wanderers,1900,Paris,Cricket,Cricket Men's Cricket,Gold
Albert Philippe Taillandier,M,21,NA,NA,France,1900,Paris,Cycling,Cycling Men's Sprint,Gold
J. Howard Taylor,M,NA,NA,NA,Bona Fide,1900,Paris,Sailing,Sailing Mixed 3-10 Ton,Gold
Walter Beardsley Tewksbury,M,24,183,64,United States,1900,Paris,Athletics,Athletics Men's 200 metres,Gold
Walter Beardsley Tewksbury,M,24,183,64,United States,1900,Paris,Athletics,Athletics Men's 400 metres Hurdles,Gold
Michel Johann Thato,M,22,NA,NA,Luxembourg,1900,Paris,Athletics,Athletics Men's Marathon,Gold
Oscar Waldemar Tietgens,M,21,NA,NA,"Germania Ruder Club, Hamburg-2",1900,Paris,Rowing,Rowing Men's Coxed Fours,Gold
Montagu Henry Toller,M,29,NA,NA,Devon and Somerset Wanderers,1900,Paris,Cricket,Cricket Men's Cricket,Gold
Giovanni Giorgio "Giangiorgio" Trissino,M,22,NA,NA,Italy,1900,Paris,Equestrianism,Equestrianism Mixed High Jump,Gold
Richard Rennie Turner,M,18,NA,NA,Upton Park FC,1900,Paris,Football,Football Men's Football,Gold
Alfred Ernest Tysoe,M,26,175,70,Great Britain,1900,Paris,Athletics,Athletics Men's 800 metres,Gold
Alfred Ernest Tysoe,M,26,175,70,Amateur Athletic Association,1900,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Gold
Gerard Theodor Hubert Van Innis,M,34,NA,NA,Belgium,1900,Paris,Archery,"Archery Men's Au Chapelet, 33 metres",Gold
Gerard Theodor Hubert Van Innis,M,34,NA,NA,Belgium,1900,Paris,Archery,"Archery Men's Au Cordon Dore, 33 metres",Gold
Constant Octave Van Langhendonck,M,30,NA,NA,Belgium,1900,Paris,Equestrianism,Equestrianism Mixed Long Jump,Gold
Francisco Villota y Baquiola,M,26,NA,NA,Spain,1900,Paris,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta,Gold
Chrtien Andr Waydelich,M,58,NA,NA,France,1900,Paris,Croquet,"Croquet Mixed Singles, Two Balls",Gold
Ottokar Weise,M,NA,NA,NA,Aschenbrodel,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,Gold
Paul Wiesner,M,44,NA,NA,Aschenbrodel,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,Gold
Charles Gustav Wilhelm Winckler,M,33,NA,NA,Denmark/Sweden,1900,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Walter John "Jack" Zealley,M,NA,NA,NA,Upton Park FC,1900,Paris,Football,Football Men's Football,Gold
Louis Grenville "Lou" Abell,M,19,NA,NA,Vesper Boat Club,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
Charles Ewing Armstrong,M,22,NA,NA,Vesper Boat Club,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
Samuel "Sam" Berger,M,19,188,82,United States,1904,St. Louis,Boxing,Boxing Men's Heavyweight,Gold
Joseph lie Blanchard,M,22,NA,NA,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Walter Brack,M,23,NA,NA,Germany,1904,St. Louis,Swimming,Swimming Men's 100 Yard Backstroke,Gold
Benjamin Joseph "Ben" Bradshaw,M,24,NA,NA,United States,1904,St. Louis,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
David Hey Bratton,M,NA,NA,NA,New York Athletic Club-1,1904,St. Louis,Water Polo,Water Polo Men's Water Polo,Gold
William Thomas Edmund "Billy" Brennagh,M,26,NA,98,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
George Henry Bretz (-Brett),M,23,NA,75,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
George Philip "Phil" Bryant,M,26,NA,NA,United States,1904,St. Louis,Archery,Archery Men's Double American Round,Gold
George Philip "Phil" Bryant,M,26,NA,NA,United States,1904,St. Louis,Archery,Archery Men's Double York Round,Gold
William Lawrie "Billy" Burns,M,29,180,73,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
George James Cattanach,M,25,NA,92,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Otto Lorne Christman,M,24,NA,NA,Galt Football Club,1904,St. Louis,Football,Football Men's Football,Gold
George Cloutier,M,27,NA,NA,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Alexander "Sandy" Cowan,M,25,NA,NA,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Frederick "Fred" Cresser,M,NA,NA,NA,Vesper Boat Club,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
Edward McClellan "Ned" Cummins,M,17,NA,NA,Western Golf Association-1,1904,St. Louis,Golf,Golf Men's Team,Gold
Robert Samuel "Bob" Curry,M,21,NA,NA,United States,1904,St. Louis,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold
Charles Meldrum "Charlie" Daniels,M,19,183,70,United States,1904,St. Louis,Swimming,Swimming Men's 220 yard Freestyle,Gold
Charles Meldrum "Charlie" Daniels,M,19,183,70,United States,1904,St. Louis,Swimming,Swimming Men's 440 yard Freestyle,Gold
Charles Meldrum "Charlie" Daniels,M,19,183,70,New York Athletic Club #1-1,1904,St. Louis,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Gold
Joseph Francis "Joe" Dempsey,M,28,NA,NA,Vesper Boat Club,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
Joseph-tienne Desmarteau (Birtz-),M,31,185,94,Canada,1904,St. Louis,Athletics,Athletics Men's 56-pound Weight Throw,Gold
Manuel Dionisio Daz Martnez,M,30,NA,NA,Cuba,1904,St. Louis,Fencing,"Fencing Men's Foil, Team",Gold
Manuel Dionisio Daz Martnez,M,30,NA,NA,Cuba,1904,St. Louis,Fencing,"Fencing Men's Sabre, Individual",Gold
William Eugene "Billy" Dickey,M,29,NA,NA,United States,1904,St. Louis,Swimming,Swimming Men's Plunge For Distance,Gold
George John Dietz,M,24,NA,NA,Century Boat Club-1,1904,St. Louis,Rowing,Rowing Men's Coxless Fours,Gold
Burton Cecil Downing,M,19,NA,NA,United States,1904,St. Louis,Cycling,Cycling Men's 2 mile,Gold
Burton Cecil Downing,M,19,NA,NA,United States,1904,St. Louis,Cycling,Cycling Men's 25 mile,Gold
George Ducker,M,32,NA,NA,Galt Football Club,1904,St. Louis,Football,Football Men's Football,Gold
Charles Edward Dvorak,M,25,NA,NA,United States,1904,St. Louis,Athletics,Athletics Men's Pole Vault,Gold
Kenneth Paine "Ken" Edwards,M,18,NA,NA,Western Golf Association-1,1904,St. Louis,Golf,Golf Men's Team,Gold
Henry Chandler Egan,M,19,NA,NA,Western Golf Association-1,1904,St. Louis,Golf,Golf Men's Team,Gold
Walter Eugene Egan,M,23,178,NA,Western Golf Association-1,1904,St. Louis,Golf,Golf Men's Team,Gold
Max Philip Emmerich,M,25,NA,NA,United States,1904,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",Gold
Karl Fredrik "Charles" Ericksen,M,29,NA,NA,Norway,1904,St. Louis,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
August Casimir "Gus" Erker,M,24,NA,NA,Century Boat Club-1,1904,St. Louis,Rowing,Rowing Men's Coxless Fours,Gold
Raymond Clarence "Ray" Ewry,M,30,185,79,United States,1904,St. Louis,Athletics,Athletics Men's Standing High Jump,Gold
Raymond Clarence "Ray" Ewry,M,30,185,79,United States,1904,St. Louis,Athletics,Athletics Men's Standing Long Jump,Gold
Raymond Clarence "Ray" Ewry,M,30,185,79,United States,1904,St. Louis,Athletics,Athletics Men's Standing Triple Jump,Gold
"John Onins Exley, Jr.",M,37,NA,NA,Vesper Boat Club,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
George Louis Eyser,M,33,170,NA,United States,1904,St. Louis,Gymnastics,Gymnastics Men's Horse Vault,Gold
George Louis Eyser,M,33,170,NA,United States,1904,St. Louis,Gymnastics,Gymnastics Men's Parallel Bars,Gold
George Louis Eyser,M,33,170,NA,United States,1904,St. Louis,Gymnastics,Gymnastics Men's Rope Climbing,Gold
Robert E. Farnan,M,27,NA,NA,Seawanhaka Boat Club-1,1904,St. Louis,Rowing,Rowing Men's Coxless Pairs,Gold
George V. Finnegan,M,NA,NA,47,United States,1904,St. Louis,Boxing,Boxing Men's Flyweight,Gold
John Joseph Flanagan,M,36,178,95,United States,1904,St. Louis,Athletics,Athletics Men's Hammer Throw,Gold
Patrick "Pat" Flanagan,M,NA,NA,NA,Milwaukee Athletic Club-1,1904,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
James Showers "Jim" Flanigan,M,25,NA,NA,Vesper Boat Club,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
John "Jack" Flett,M,32,NA,NA,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Ramn Fonst Segundo,M,20,NA,NA,Cuba,1904,St. Louis,Fencing,"Fencing Men's Foil, Individual",Gold
Ramn Fonst Segundo,M,20,NA,NA,Cuba,1904,St. Louis,Fencing,"Fencing Men's Foil, Team",Gold
Ramn Fonst Segundo,M,20,NA,NA,Cuba,1904,St. Louis,Fencing,"Fencing Men's epee, Individual",Gold
John Alexander "Jack" Fraser,M,22,NA,NA,Galt Football Club,1904,St. Louis,Football,Football Men's Football,Gold
Herman Theobald Glass,M,23,NA,NA,United States,1904,St. Louis,Gymnastics,Gymnastics Men's Rings,Gold
Michael Daniel "Mike" Gleason,M,27,NA,NA,Vesper Boat Club,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
Leo Joseph "Budd" Goodwin,M,20,NA,NA,New York Athletic Club-1,1904,St. Louis,Water Polo,Water Polo Men's Water Polo,Gold
Leo Joseph "Budd" Goodwin,M,20,NA,NA,New York Athletic Club #1-1,1904,St. Louis,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Gold
John Bell Gourlay,M,31,NA,NA,Galt Football Club,1904,St. Louis,Football,Football Men's Football,Gold
Frank Bartholomew Greer,M,25,NA,NA,United States,1904,St. Louis,Rowing,Rowing Men's Single Sculls,Gold
John William Grieb,M,24,175,NA,"Philadelphia Turngemeinde, Philadelphia",1904,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Gold
Charles Archibald "Archie" Hahn,M,23,167,64,United States,1904,St. Louis,Athletics,Athletics Men's 60 metres,Gold
Charles Archibald "Archie" Hahn,M,23,167,64,United States,1904,St. Louis,Athletics,Athletics Men's 100 metres,Gold
Charles Archibald "Archie" Hahn,M,23,167,64,United States,1904,St. Louis,Athletics,Athletics Men's 200 metres,Gold
Alexander Noble "Sandy" Hall,M,23,NA,NA,Galt Football Club,1904,St. Louis,Football,Football Men's Football,Gold
Louis de Breda "Lou" Handley,M,30,NA,NA,New York Athletic Club-1,1904,St. Louis,Water Polo,Water Polo Men's Water Polo,Gold
Louis de Breda "Lou" Handley,M,30,NA,NA,New York Athletic Club #1-1,1904,St. Louis,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Gold
Bernhoff (Bernhof-) Otelius Hansen,M,26,173,NA,Norway,1904,St. Louis,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Anton Heida,M,25,NA,NA,United States,1904,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",Gold
Anton Heida,M,25,NA,NA,"Philadelphia Turngemeinde, Philadelphia",1904,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Gold
Anton Heida,M,25,NA,NA,United States,1904,St. Louis,Gymnastics,Gymnastics Men's Horse Vault,Gold
Anton Heida,M,25,NA,NA,United States,1904,St. Louis,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
Anton Heida,M,25,NA,NA,United States,1904,St. Louis,Gymnastics,Gymnastics Men's Side Horse,Gold
Albert Percy "Red" Henderson,M,22,NA,NA,Galt Football Club,1904,St. Louis,Football,Football Men's Football,Gold
Edward August "Ed" Hennig,M,24,NA,NA,United States,1904,St. Louis,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
Edward August "Ed" Hennig,M,24,NA,NA,United States,1904,St. Louis,Gymnastics,Gymnastics Men's Club Swinging,Gold
Max Hess,M,26,165,71,"Philadelphia Turngemeinde, Philadelphia",1904,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Gold
David A. Hesser,M,NA,NA,NA,New York Athletic Club-1,1904,St. Louis,Water Polo,Water Polo Men's Water Polo,Gold
Thomas John "Tom" Hicks,M,28,168,60,United States,1904,St. Louis,Athletics,Athletics Men's Marathon,Gold
"Harry Livingston Hillman, Jr.",M,22,180,66,United States,1904,St. Louis,Athletics,Athletics Men's 400 metres,Gold
"Harry Livingston Hillman, Jr.",M,22,180,66,United States,1904,St. Louis,Athletics,Athletics Men's 200 metres Hurdles,Gold
"Harry Livingston Hillman, Jr.",M,22,180,66,United States,1904,St. Louis,Athletics,Athletics Men's 400 metres Hurdles,Gold
Matilda "Lida" Howell (Scott-),F,44,NA,NA,United States,1904,St. Louis,Archery,Archery Women's Double Columbia Round,Gold
Matilda "Lida" Howell (Scott-),F,44,NA,NA,United States,1904,St. Louis,Archery,Archery Women's Double National Round,Gold
Matilda "Lida" Howell (Scott-),F,44,NA,NA,Cincinnati Archers,1904,St. Louis,Archery,Archery Women's Team Round,Gold
Robert Edward "Bob" Hunter,M,17,NA,NA,Western Golf Association-1,1904,St. Louis,Golf,Golf Men's Team,Gold
Marcus Latimer Hurley,M,20,181,NA,United States,1904,St. Louis,Cycling,Cycling Men's 1/4 mile,Gold
Marcus Latimer Hurley,M,20,181,NA,United States,1904,St. Louis,Cycling,Cycling Men's 1/3 mile,Gold
Marcus Latimer Hurley,M,20,181,NA,United States,1904,St. Louis,Cycling,Cycling Men's 1/2 mile,Gold
Marcus Latimer Hurley,M,20,181,NA,United States,1904,St. Louis,Cycling,Cycling Men's 1 mile,Gold
Charles Jacobus,M,64,NA,NA,United States,1904,St. Louis,Roque,Roque Men's Singles,Gold
Benjamin Jamieson,M,30,NA,75,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Sidney B. "Sid" Johnson,M,NA,NA,NA,Milwaukee Athletic Club-1,1904,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Albert Johnston,M,24,NA,NA,Galt Football Club,1904,St. Louis,Football,Football Men's Football,Gold
Samuel Symington "Sam" Jones,M,24,189,82,United States,1904,St. Louis,Athletics,Athletics Men's High Jump,Gold
Periklis Kakousis,M,NA,NA,NA,Greece,1904,St. Louis,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Gold
Philip (Philipp-) Kassel,M,27,NA,NA,"Philadelphia Turngemeinde, Philadelphia",1904,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Gold
Thomas Francis "Tom" Kiely,M,34,NA,NA,Great Britain,1904,St. Louis,Athletics,Athletics Men's All-Around Championship,Gold
Oliver Leonard Kirk,M,20,NA,52,United States,1904,St. Louis,Boxing,Boxing Men's Bantamweight,Gold
Oliver Leonard Kirk,M,20,NA,52,United States,1904,St. Louis,Boxing,Boxing Men's Featherweight,Gold
Stuart Ralston Laidlaw,M,27,168,60,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Robert George "Bobby" Lane,M,22,NA,NA,Galt Football Club,1904,St. Louis,Football,Football Men's Football,Gold
Julius Lenhart,M,28,168,NA,Austria,1904,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Julius Lenhart,M,28,168,NA,"Philadelphia Turngemeinde, Philadelphia",1904,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Gold
Edgar Welch Leonard,M,23,NA,NA,United States-1,1904,St. Louis,Tennis,Tennis Men's Doubles,Gold
James Davies "Jim" Lightbody,M,22,173,61,United States,1904,St. Louis,Athletics,Athletics Men's 800 metres,Gold
James Davies "Jim" Lightbody,M,22,173,61,United States,1904,St. Louis,Athletics,"Athletics Men's 1,500 metres",Gold
James Davies "Jim" Lightbody,M,22,173,61,United States,1904,St. Louis,Athletics,"Athletics Men's 2,590 metres Steeplechase",Gold
Albert Ernest Linton,M,24,NA,NA,Galt Football Club,1904,St. Louis,Football,Football Men's Football,Gold
Harry Hunter Lott,M,24,NA,NA,Vesper Boat Club,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
Hilliard Lyle,M,24,NA,NA,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
George Seymour Lyon,M,45,NA,NA,Canada,1904,St. Louis,Golf,Golf Men's Individual,Gold
Conrad Emanuel Magnusson (Magnusen-),M,29,NA,NA,Milwaukee Athletic Club-1,1904,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Louis William Maxson,M,48,NA,NA,Potomac Archers,1904,St. Louis,Archery,Archery Men's Team Round,Gold
Charles Mayer,M,NA,NA,72,United States,1904,St. Louis,Boxing,Boxing Men's Middleweight,Gold
Gordon McDonald,M,NA,NA,NA,Galt Football Club,1904,St. Louis,Football,Football Men's Football,Gold
George Nicholas Mehnert,M,22,160,54,United States,1904,St. Louis,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold
"Nathaniel Ford Moore, III",M,20,NA,NA,Western Golf Association-1,1904,St. Louis,Golf,Golf Men's Team,Gold
John Joseph Francis Mulcahy,M,27,NA,NA,Atalanta Boat Club-1,1904,St. Louis,Rowing,Rowing Men's Double Sculls,Gold
David Curtiss Munson,M,20,NA,NA,New York Athletic Club,1904,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Gold
Albert F. "Al" Nasse,M,25,NA,NA,Century Boat Club-1,1904,St. Louis,Rowing,Rowing Men's Coxless Fours,Gold
Arthur Lewis Newton,M,21,160,51,New York Athletic Club,1904,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Gold
Isidor Gadar "Jack" Niflot,M,23,NA,NA,United States,1904,St. Louis,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
Oscar G. Olson,M,NA,NA,NA,Milwaukee Athletic Club-1,1904,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Oscar Paul Osthoff,M,21,NA,NA,United States,1904,St. Louis,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest,Gold
Lawrence Henry Pentland,M,25,NA,64,Winnipeg Shamrocks-1,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Mason Elliott Phelps,M,18,NA,NA,Western Golf Association-1,1904,St. Louis,Golf,Golf Men's Team,Gold
Paul Henry Pilgrim,M,20,180,75,New York Athletic Club,1904,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Gold
Lida Peyton "Eliza" Pollock (McMillen-),F,63,NA,NA,Cincinnati Archers,1904,St. Louis,Archery,Archery Women's Team Round,Gold
Meyer Prinstein,M,25,180,74,United States,1904,St. Louis,Athletics,Athletics Men's Long Jump,Gold
Meyer Prinstein,M,25,180,74,United States,1904,St. Louis,Athletics,Athletics Men's Triple Jump,Gold
Emil A. Rausch,M,21,NA,NA,Germany,1904,St. Louis,Swimming,Swimming Men's 880 yard Freestyle,Gold
Emil A. Rausch,M,21,NA,NA,Germany,1904,St. Louis,Swimming,Swimming Men's One Mile Freestyle,Gold
Ernst Heinrich Dietrich Reckeweg,M,31,NA,NA,"Philadelphia Turngemeinde, Philadelphia",1904,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Gold
Otto Frederick Roehm,M,21,NA,NA,United States,1904,St. Louis,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
Ralph Waldo Rose,M,20,195,115,United States,1904,St. Louis,Athletics,Athletics Men's Shot Put,Gold
"Joseph Aloysius ""Joe"" Ruddy, Sr.",M,25,NA,NA,New York Athletic Club-1,1904,St. Louis,Water Polo,Water Polo Men's Water Polo,Gold
"Joseph Aloysius ""Joe"" Ruddy, Sr.",M,25,NA,NA,New York Athletic Club #1-1,1904,St. Louis,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Gold
Joseph A. "Joe" Ryan,M,NA,NA,NA,Seawanhaka Boat Club-1,1904,St. Louis,Rowing,Rowing Men's Coxless Pairs,Gold
Daniel Edward "Ned" Sawyer,M,22,NA,NA,Western Golf Association-1,1904,St. Louis,Golf,Golf Men's Team,Gold
Frank Reamer Schell,M,19,NA,NA,Vesper Boat Club,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
Charles Wilhelm Daniel Schlee,M,30,NA,NA,United States,1904,St. Louis,Cycling,Cycling Men's 5 mile,Gold
Frederick William "Fred" Schule,M,24,NA,NA,United States,1904,St. Louis,Athletics,Athletics Men's 110 metres Hurdles,Gold
Henry Seiling,M,NA,NA,NA,Milwaukee Athletic Club-1,1904,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
George Herbert Sheldon,M,30,NA,NA,United States,1904,St. Louis,Diving,Diving Men's Springboard,Gold
Martin Joseph Sheridan,M,23,190,88,United States,1904,St. Louis,Athletics,Athletics Men's Discus Throw,Gold
Clement Eyer Smoot,M,20,NA,NA,Western Golf Association-1,1904,St. Louis,Golf,Golf Men's Team,Gold
Henry John "Harry" Spanjer,M,31,NA,61,United States,1904,St. Louis,Boxing,Boxing Men's Lightweight,Gold
Galen Carter "G. C." Spencer,M,63,165,NA,Potomac Archers,1904,St. Louis,Archery,Archery Men's Team Round,Gold
Adolf Spinnler,M,24,180,NA,Switzerland,1904,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",Gold
James J. Steen,M,27,NA,NA,New York Athletic Club-1,1904,St. Louis,Water Polo,Water Polo Men's Water Polo,Gold
