Class,Order,Family,Genus,Species,Common name,Gestation/Incubation (days),Maximum longevity (yrs),Data quality
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,medius,Fat-tailed dwarf lemur,61,29,acceptable
Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,Gray mouse lemur,61,18.2,acceptable
Mammalia,Primates,Cheirogaleidae,Mirza,coquereli,Giant mouse lemur,89,17.4,acceptable
Mammalia,Primates,Cheirogaleidae,Phaner,furcifer,Fork-marked lemur,174,25,acceptable
Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye,165,32.3,acceptable
Mammalia,Primates,Galagidae,Galago,moholi,South African galago,124,16.6,acceptable
Mammalia,Primates,Galagidae,Galago,senegalensis,Senegal galago,126,17.1,acceptable
Mammalia,Primates,Galagidae,Galagoides,demidoff,Demidoff's galago,111,13.4,acceptable
Mammalia,Primates,Galagidae,Otolemur,crassicaudatus,Greater galago,130,22.7,acceptable
Mammalia,Primates,Galagidae,Otolemur,garnettii,Small-eared galago,132,20,acceptable
Mammalia,Primates,Hominidae,Gorilla,gorilla,Gorilla,256,60.1,acceptable
Mammalia,Primates,Hominidae,Homo,sapiens,Human,280,122.5,high
Mammalia,Primates,Hominidae,Pan,paniscus,Pygmy chimpanzee or bonobo,232,55,acceptable
Mammalia,Primates,Hominidae,Pan,troglodytes,Chimpanzee,229,59.4,acceptable
Mammalia,Primates,Hominidae,Pongo,pygmaeus,Orangutan,249,59,acceptable
Mammalia,Primates,Hylobatidae,Hylobates,klossii,Kloss's gibbon,213,37,acceptable
Mammalia,Primates,Hylobatidae,Hylobates,lar,White-handed gibbon,217,56,high
Mammalia,Primates,Hylobatidae,Hylobates,moloch,Silvery gibbon,243,45,acceptable
Mammalia,Primates,Hylobatidae,Hylobates,muelleri,Borneo gibbon,207,60,acceptable
Mammalia,Primates,Hylobatidae,Hylobates,pileatus,Pileated gibbon,228,38,acceptable
Mammalia,Primates,Hylobatidae,Nomascus,concolor,Crested gibbon,207,46.1,acceptable
Mammalia,Primates,Hylobatidae,Symphalangus,syndactylus,Siamang,231,43,acceptable
Mammalia,Primates,Indriidae,Propithecus,verreauxi,Verreaux's sifaka,148,31,acceptable
Mammalia,Primates,Lemuridae,Eulemur,coronatus,Crowned lemur,126,27,acceptable
Mammalia,Primates,Lemuridae,Eulemur,fulvus,Brown lemur,118,35.5,acceptable
Mammalia,Primates,Lemuridae,Eulemur,macaco,Black lemur,120,37.5,acceptable
Mammalia,Primates,Lemuridae,Eulemur,mongoz,Mongoose lemur,120,36.2,acceptable
Mammalia,Primates,Lemuridae,Eulemur,rubriventer,Red-bellied lemur,120,31.7,acceptable
Mammalia,Primates,Lemuridae,Hapalemur,griseus,Bamboo lemur,145,23.3,acceptable
Mammalia,Primates,Lemuridae,Lemur,catta,Ring-tailed lemur,135,37.3,high
Mammalia,Primates,Lemuridae,Prolemur,simus,Greater bamboo lemur,142,17.6,acceptable
Mammalia,Primates,Lemuridae,Varecia,rubra,Red ruffed lemur,98,37.5,acceptable
Mammalia,Primates,Lemuridae,Varecia,variegata,Ruffed lemur,98,39.4,high
Mammalia,Primates,Lorisidae,Arctocebus,calabarensis,Calabar angwantibo,133,13,acceptable
Mammalia,Primates,Lorisidae,Loris,tardigradus,Slender loris,166,21.6,acceptable
Mammalia,Primates,Lorisidae,Nycticebus,coucang,Slow loris,188,25.8,acceptable
Mammalia,Primates,Lorisidae,Nycticebus,pygmaeus,Pygmy slow loris,188,19.3,acceptable
Mammalia,Primates,Lorisidae,Perodicticus,potto,Potto,170,32.4,acceptable
Mammalia,Primates,Pitheciidae,Cacajao,calvus,Red uakari,182,35.8,acceptable
Mammalia,Primates,Pitheciidae,Chiropotes,albinasus,White-nosed bearded saki,160,20,acceptable
Mammalia,Primates,Pitheciidae,Chiropotes,satanas,Brown-bearded saki,160,19.6,acceptable
Mammalia,Primates,Pitheciidae,Pithecia,pithecia,Guianan saki,158,36,high
Mammalia,Primates,Pitheciidae,Plecturocebus,cupreus,Coppery titi,132,26.4,acceptable
Mammalia,Primates,Pitheciidae,Plecturocebus,moloch,Dusky titi,163,26.2,acceptable
Mammalia,Primates,Tarsiidae,Carlito,syrichta,Philippine tarsier,179,16,acceptable
Mammalia,Primates,Tarsiidae,Cephalopachus,bancanus,Western tarsier,178,16.3,acceptable
Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asiatic elephant,644,65.5,acceptable
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African bush elephant,670,65,acceptable
Mammalia,Rodentia,Bathyergidae,Cryptomys,damarensis,Damaraland mole-rat,93,15.5,acceptable
Mammalia,Rodentia,Bathyergidae,Heterocephalus,glaber,Naked mole-rat,70,31,high
Mammalia,Rodentia,Capromyidae,Capromys,pilorides,Desmarest's hutia,125,13.8,acceptable
Mammalia,Rodentia,Capromyidae,Geocapromys,brownii,Brown's hutia,123,13.5,acceptable
Mammalia,Rodentia,Capromyidae,Plagiodontia,aedium,Hispaniolan hutia,119,15.9,acceptable
Mammalia,Rodentia,Castoridae,Castor,canadensis,American beaver,128,23.4,acceptable
Mammalia,Rodentia,Caviidae,Cavia,aperea,Brazilian guinea pig,63,6,high
Mammalia,Rodentia,Caviidae,Cavia,porcellus,Guinea pig,68,12,high
Mammalia,Rodentia,Caviidae,Cavia,tschudii,Montane guinea pig,64,6.3,acceptable
Mammalia,Rodentia,Caviidae,Dolichotis,patagonum,Patagonian mara,85,14.4,high
Mammalia,Rodentia,Caviidae,Galea,musteloides,Common yellow-toothed cavy,54,3.5,acceptable
Mammalia,Rodentia,Caviidae,Galea,spixii,Spix's yellow-toothed cavy,53,4.6,acceptable
Mammalia,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Capybara,150,15.1,high
Mammalia,Rodentia,Caviidae,Kerodon,rupestris,Rock cavy,75,12.9,acceptable
Mammalia,Rodentia,Chinchillidae,Chinchilla,lanigera,Long-tailed chinchilla,111,17.2,acceptable
Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,Mountain viscacha,134,19.5,acceptable
Mammalia,Rodentia,Chinchillidae,Lagostomus,maximus,Plains viscacha,154,10.8,acceptable
Mammalia,Rodentia,Cricetidae,Arvicola,amphibius,European water vole,21,2.5,acceptable
Mammalia,Rodentia,Cricetidae,Baiomys,taylori,Northern pygmy mouse,20,3.3,acceptable
Mammalia,Rodentia,Cricetidae,Cricetus,cricetus,Black-bellied hamster,20,3.6,acceptable
Mammalia,Rodentia,Cricetidae,Dicrostonyx,groenlandicus,Collared lemming,20,3.3,acceptable
Mammalia,Rodentia,Cricetidae,Ellobius,talpinus,Northern mole vole,26,5,acceptable
Mammalia,Rodentia,Cricetidae,Lagurus,lagurus,Steppe lemming,20,3.8,acceptable
Mammalia,Rodentia,Cricetidae,Lemmus,lemmus,Norway lemming,19,3.3,acceptable
Mammalia,Rodentia,Cricetidae,Mesocricetus,auratus,Golden hamster,16,3.9,acceptable
Mammalia,Rodentia,Cricetidae,Mesocricetus,brandti,Brandt's hamster,15,4.4,acceptable
Mammalia,Rodentia,Cricetidae,Microtus,agrestis,Field vole,21,4.8,acceptable
Mammalia,Rodentia,Cricetidae,Microtus,arvalis,Common vole,21,4.8,acceptable
Mammalia,Rodentia,Cricetidae,Microtus,guentheri,Vole,21,3.9,acceptable
Mammalia,Rodentia,Cricetidae,Microtus,ochrogaster,Prairie vole,23,5.3,acceptable
Mammalia,Rodentia,Cricetidae,Microtus,pinetorum,Woodland vole,21,3.8,acceptable
Mammalia,Rodentia,Cricetidae,Myodes,glareolus,Bank vole,20,4.9,acceptable
Mammalia,Rodentia,Cricetidae,Neotoma,albigula,White-throated woodrat,29,9.5,acceptable
Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Eastern woodrat,33,8.6,acceptable
Mammalia,Rodentia,Cricetidae,Neotoma,lepida,Desert woodrat,33,10.5,acceptable
Mammalia,Rodentia,Cricetidae,Nyctomys,sumichrasti,Vesper rat,30,5.7,acceptable
Mammalia,Rodentia,Cricetidae,Ochrotomys,nuttalli,Golden mouse,30,8.4,acceptable
Mammalia,Rodentia,Cricetidae,Onychomys,leucogaster,Northern grasshopper mouse,31,5.6,acceptable
Mammalia,Rodentia,Cricetidae,Onychomys,torridus,Southern grasshopper mouse,30,4.6,acceptable
Mammalia,Rodentia,Cricetidae,Peromyscus,californicus,California mouse,30,5.5,acceptable
Mammalia,Rodentia,Cricetidae,Peromyscus,crinitus,Canyon mouse,24,7.7,acceptable
Mammalia,Rodentia,Cricetidae,Peromyscus,eremicus,Cactus mouse,26,7.4,acceptable
Mammalia,Rodentia,Cricetidae,Peromyscus,leucopus,White-footed mouse,26,7.9,acceptable
Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,Deer mouse,24,8.3,acceptable
Mammalia,Rodentia,Cricetidae,Peromyscus,polionotus,Oldfield mouse,24,5.5,acceptable
Mammalia,Rodentia,Cricetidae,Peromyscus,truei,Pinyon mouse,26,5.4,acceptable
Mammalia,Rodentia,Cricetidae,Phodopus,roborovskii,Desert hamster,21,4.8,acceptable
Mammalia,Rodentia,Cricetidae,Phodopus,sungorus,Dzhungarian hamster,20,3.9,acceptable
Mammalia,Rodentia,Cricetidae,Podomys,floridanus,Florida mouse,23,7.4,acceptable
Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Hispid cotton rat,27,5.2,acceptable
Mammalia,Rodentia,Cricetidae,Tylomys,nudicaudus,Peters's climbing rat,40,5.4,acceptable
Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus,gundi,Gundi,74,5.8,acceptable
Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,Lowland paca,116,16.3,acceptable
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,leporina,Agouti,112,17.8,high
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,punctata,Central American agouti,112,13.8,acceptable
Mammalia,Rodentia,Dasyproctidae,Myoprocta,acouchy,Red acouchi,99,14.8,acceptable
Mammalia,Rodentia,Dinomyidae,Dinomys,branickii,Pacarana,253,12.8,acceptable
Mammalia,Rodentia,Dipodidae,Jaculus,jaculus,Lesser Egyptian jerboa,38,7.3,acceptable
Mammalia,Rodentia,Dipodidae,Jaculus,orientalis,Greater Egyptian jerboa,35,5.5,acceptable
Mammalia,Rodentia,Dipodidae,Zapus,hudsonius,Meadow jumping mouse,19,5.6,acceptable
Mammalia,Rodentia,Echimyidae,Hoplomys,gymnurus,Armored rat,60,7,acceptable
Mammalia,Rodentia,Echimyidae,Proechimys,semispinosus,Spiny rat,64,5.8,acceptable
Mammalia,Rodentia,Echimyidae,Thrichomys,apereoides,Brazilian spiny rat,94,7,acceptable
Mammalia,Rodentia,Erethizontidae,Coendou,prehensilis,Prehensile-tailed porcupine,203,26.6,acceptable
Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatus,North American porcupine,210,23.4,acceptable
Mammalia,Rodentia,Geomyidae,Geomys,bursarius,Plains pocket gopher,51,12,acceptable
Mammalia,Rodentia,Geomyidae,Thomomys,bottae,Botta's pocket gopher,19,6.1,acceptable
Mammalia,Rodentia,Gliridae,Dryomys,nitedula,Forest dormouse,28,4.1,acceptable
Mammalia,Rodentia,Gliridae,Eliomys,melanurus,Asian garden dormouse,25,6.2,acceptable
Mammalia,Rodentia,Gliridae,Eliomys,quercinus,Garden dormouse,23,5.5,acceptable
Mammalia,Rodentia,Gliridae,Glirulus,japonicus,Japanese dormouse,30,7,acceptable
Mammalia,Rodentia,Gliridae,Glis,glis,Fat dormouse,25,8.7,acceptable
Mammalia,Rodentia,Gliridae,Graphiurus,murinus,Woodland dormouse,24,6.9,acceptable
Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,Hazel dormouse,23,5.3,acceptable
Mammalia,Rodentia,Heteromyidae,Chaetodipus,fallax,San Diego pocket mouse,25,8.3,acceptable
Mammalia,Rodentia,Heteromyidae,Chaetodipus,formosus,Long-tailed pocket mouse,28,7.1,acceptable
Mammalia,Rodentia,Heteromyidae,Dipodomys,deserti,Desert kangaroo rat,30,8.6,acceptable
Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's kangaroo rat,31,8.3,acceptable
Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,Merriam's kangaroo rat,28,9.7,acceptable
Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii,Ord's kangaroo rat,29,9.9,acceptable
Mammalia,Rodentia,Heteromyidae,Dipodomys,spectabilis,Banner-tailed kangaroo rat,23,12.7,acceptable
Mammalia,Rodentia,Heteromyidae,Perognathus,longimembris,Little pocket mouse,22,8.3,acceptable
Mammalia,Rodentia,Heteromyidae,Perognathus,parvus,Great Basin pocket mouse,24,5.8,acceptable
Mammalia,Rodentia,Hystricidae,Atherurus,africanus,African brush-tailed porcupine,106,22.9,acceptable
Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,Cape porcupine,94,23.1,acceptable
Mammalia,Rodentia,Hystricidae,Hystrix,brachyura,Malayan porcupine,112,27.3,acceptable
Mammalia,Rodentia,Hystricidae,Hystrix,cristata,African porcupine,66,28,acceptable
Mammalia,Rodentia,Hystricidae,Hystrix,indica,Indian crested porcupine,113,27.1,acceptable
Mammalia,Rodentia,Muridae,Acomys,cahirinus,Spiny mouse,38,5.9,high
Mammalia,Rodentia,Muridae,Acomys,wilsoni,Wilson's spiny mouse,39,5.6,acceptable
Mammalia,Rodentia,Muridae,Apodemus,flavicollis,Yellow-necked mouse,26,4.5,acceptable
Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Long-tailed field mouse,23,6.3,acceptable
Mammalia,Rodentia,Muridae,Arvicanthis,niloticus,Nile kusu,22,6.7,acceptable
Mammalia,Rodentia,Muridae,Chiropodomys,gliroides,Pencil-tailed tree mouse,20,3.6,acceptable
Mammalia,Rodentia,Muridae,Conilurus,penicillatus,Brush-tailed rabbit rat,35,4.5,acceptable
Mammalia,Rodentia,Muridae,Desmodillus,auricularis,Cape short-eared gerbil,29,6.1,acceptable
Mammalia,Rodentia,Muridae,Gerbilliscus,afra,Cape gerbil,23,5.7,acceptable
Mammalia,Rodentia,Muridae,Gerbilliscus,validus,Southern savanna gerbil,25,5,acceptable
Mammalia,Rodentia,Muridae,Gerbillus,perpallidus,Pale gerbil,20,5.5,acceptable
Mammalia,Rodentia,Muridae,Gerbillus,pyramidum,Greater Egyptian gerbil,21,8.2,acceptable
Mammalia,Rodentia,Muridae,Grammomys,dolichurus,Woodland mouse,24,4.4,acceptable
Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Golden-bellied water rat,36,7.3,acceptable
Mammalia,Rodentia,Muridae,Lemniscomys,striatus,Typical striped grass mouse,25,4.8,acceptable
Mammalia,Rodentia,Muridae,Leporillus,conditor,Greater stick-nest rat,38,5.3,acceptable
Mammalia,Rodentia,Muridae,Meriones,crassus,Sundevall's jird,22,5.6,acceptable
Mammalia,Rodentia,Muridae,Meriones,libycus,Libyan jird,26,5.2,acceptable
Mammalia,Rodentia,Muridae,Meriones,meridianus,Mid-day jird,23,6.8,acceptable
Mammalia,Rodentia,Muridae,Meriones,persicus,Persian jird,26,6,acceptable
Mammalia,Rodentia,Muridae,Meriones,unguiculatus,Mongolian jird,25,6.3,acceptable
Mammalia,Rodentia,Muridae,Meriones,vinogradovi,Vinogradov's jird,22,6.7,acceptable
Mammalia,Rodentia,Muridae,Mesembriomys,gouldii,Black-footed tree rat,44,7.8,acceptable
Mammalia,Rodentia,Muridae,Mesembriomys,macrurus,Golden-backed tree rat,48,7.1,acceptable
Mammalia,Rodentia,Muridae,Micaelamys,namaquensis,Rock mouse,22,4.7,acceptable
Mammalia,Rodentia,Muridae,Micromys,minutus,Old World harvest mouse,20,3.8,acceptable
Mammalia,Rodentia,Muridae,Mus,minutoides,Mouse,20,4.3,acceptable
Mammalia,Rodentia,Muridae,Mus,musculus,House mouse,19,4,high
Mammalia,Rodentia,Muridae,Notomys,alexis,Spinifex hopping mouse,35,6.4,acceptable
Mammalia,Rodentia,Muridae,Notomys,mitchellii,Mitchell's hopping mouse,37,5.3,acceptable
Mammalia,Rodentia,Muridae,Pachyuromys,duprasi,Fat-tailed gerbil,20,8.3,acceptable
Mammalia,Rodentia,Muridae,Praomys,tullbergi,Tullberg's rock rat,24,5.2,acceptable
Mammalia,Rodentia,Muridae,Psammomys,obesus,Fat sand rat,24,3.2,acceptable
Mammalia,Rodentia,Muridae,Pseudomys,australis,Australian native mouse,31,7.9,acceptable
Mammalia,Rodentia,Muridae,Rattus,fuscipes,Bush rat,26,5.3,acceptable
Mammalia,Rodentia,Muridae,Rattus,lutreolus,Australian swamp rat,27,4.4,acceptable
Mammalia,Rodentia,Muridae,Rattus,norvegicus,Norway rat,21,3.8,acceptable
Mammalia,Rodentia,Muridae,Rattus,rattus,Rat,22,4.2,acceptable
Mammalia,Rodentia,Muridae,Rhabdomys,pumilio,Four-striped grass mouse,25,4.5,acceptable
Mammalia,Rodentia,Muridae,Rhombomys,opimus,Great gerbil,28,4.5,acceptable
Mammalia,Rodentia,Muridae,Tatera,indica,Indian gerbil,26,7,acceptable
Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,Nutria,131,8.5,high
Mammalia,Rodentia,Nesomyidae,Cricetomys,gambianus,Gambian rat,34,8.4,acceptable
Mammalia,Rodentia,Nesomyidae,Dendromus,melanotis,Gray climbing mouse,25,4.2,acceptable
Mammalia,Rodentia,Nesomyidae,Hypogeomys,antimena,Malagasy giant rat,120,12.6,acceptable
Mammalia,Rodentia,Nesomyidae,Mystromys,albicaudatus,White-tailed mouse,38,6.3,acceptable
Mammalia,Rodentia,Nesomyidae,Saccostomus,campestris,Pouched mouse,21,4.5,acceptable
Mammalia,Rodentia,Octodontidae,Octodon,degus,Degu,90,14,acceptable
Mammalia,Rodentia,Octodontidae,Spalacopus,cyanus,Coruro,80,10.8,acceptable
Mammalia,Rodentia,Pedetidae,Pedetes,capensis,Springhare,80,20,acceptable
Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,Harris's antelope squirrel,30,10.6,acceptable
Mammalia,Rodentia,Sciuridae,Ammospermophilus,leucurus,White-tailed antelope squirrel,29,11.2,acceptable
Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,Prevost's squirrel,48,21.1,acceptable
Mammalia,Rodentia,Sciuridae,Callospermophilus,lateralis,Golden-mantled ground squirrel,30,10.4,acceptable
Mammalia,Rodentia,Sciuridae,Cynomys,ludovicianus,Black-tailed prairie dog,30,11,high
Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern flying squirrel,40,14.2,acceptable
Mammalia,Rodentia,Sciuridae,Glaucomys,volans,Southern flying squirrel,40,19,acceptable
Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,Thirteen-lined ground squirrel,28,7.9,acceptable
Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Yellow-bellied marmot,30,21.2,acceptable
Mammalia,Rodentia,Sciuridae,Marmota,marmota,Alpine marmot,35,17.4,acceptable
Mammalia,Rodentia,Sciuridae,Marmota,monax,Woodchuck,32,14,acceptable
Mammalia,Rodentia,Sciuridae,Marmota,vancouverensis,Vancouver marmot,30,12.1,acceptable
Mammalia,Rodentia,Sciuridae,Otospermophilus,variegatus,Rock squirrel,30,9.8,acceptable
Mammalia,Rodentia,Sciuridae,Poliocitellus,franklinii,Franklin's ground squirrel,28,7.2,acceptable
Mammalia,Rodentia,Sciuridae,Pteromys,volans,Siberian flying squirrel,30,11.4,acceptable
Mammalia,Rodentia,Sciuridae,Ratufa,bicolor,Black giant squirrel,32,19,acceptable
Mammalia,Rodentia,Sciuridae,Ratufa,indica,Indian giant squirrel,84,20,acceptable
Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern gray squirrel,44,23.6,acceptable
Mammalia,Rodentia,Sciuridae,Sciurus,niger,Eastern fox squirrel,44,16,acceptable
Mammalia,Rodentia,Sciuridae,Sciurus,vulgaris,Eurasian red squirrel,38,14.8,acceptable
Mammalia,Rodentia,Sciuridae,Spermophilus,citellus,European ground squirrel,27,6.7,acceptable
Mammalia,Rodentia,Sciuridae,Spermophilus,pygmaeus,Little ground squirrel,27,7.1,acceptable
Mammalia,Rodentia,Sciuridae,Tamias,dorsalis,Cliff chipmunk,30,12.6,acceptable
Mammalia,Rodentia,Sciuridae,Tamias,minimus,Least chipmunk,30,10,acceptable
Mammalia,Rodentia,Sciuridae,Tamias,sibiricus,Siberian chipmunk,35,9.6,acceptable
Mammalia,Rodentia,Sciuridae,Tamias,striatus,Eastern chipmunk,31,9.5,acceptable
Mammalia,Rodentia,Sciuridae,Tamias,townsendii,Townsend's chipmunk,28,9.3,acceptable
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red squirrel,37,9.8,acceptable
Mammalia,Rodentia,Sciuridae,Xerospermophilus,mohavensis,Mohave ground squirrel,24,7.8,acceptable
Mammalia,Rodentia,Sciuridae,Xerospermophilus,tereticaudus,Round-tailed ground squirrel,28,8.9,acceptable
Mammalia,Rodentia,Sciuridae,Xerus,erythropus,Striped ground squirrel,71,10.3,acceptable
Mammalia,Rodentia,Sciuridae,Xerus,inauris,South African ground squirrel,45,11.5,acceptable
Mammalia,Rodentia,Spalacidae,Cannomys,badius,Lesser bamboo rat,42,4.8,acceptable
Mammalia,Rodentia,Thryonomyidae,Thryonomys,swinderianus,Greater cane rat,155,5.4,acceptable
Mammalia,Scandentia,Tupaiidae,Tupaia,belangeri,Northern tree shrew,46,11.1,acceptable
Mammalia,Scandentia,Tupaiidae,Tupaia,glis,Common tree shrew,46,12.4,acceptable
Mammalia,Scandentia,Tupaiidae,Urogale,everetti,Mindanao tree shrew,55,11.5,acceptable
Mammalia,Sirenia,Dugongidae,Dugong,dugon,Dugong,374,73,acceptable
Mammalia,Sirenia,Trichechidae,Trichechus,inunguis,Amazonian manatee,328,40,acceptable
Mammalia,Sirenia,Trichechidae,Trichechus,manatus,West Indian manatee,335,69,acceptable
Mammalia,Soricomorpha,Solenodontidae,Solenodon,paradoxus,Hispaniolan solenodon,50,12.1,acceptable
Mammalia,Soricomorpha,Soricidae,Blarina,brevicauda,Northern short-tailed shrew,17,2.2,acceptable
Mammalia,Soricomorpha,Soricidae,Blarina,hylophaga,Elliot's short-tailed shrew,23,2.8,acceptable
Mammalia,Soricomorpha,Soricidae,Crocidura,flavescens,Greater red musk shrew,25,2.2,acceptable
Mammalia,Soricomorpha,Soricidae,Crocidura,leucodon,Bicolored shrew,30,2.9,acceptable
Mammalia,Soricomorpha,Soricidae,Crocidura,russula,White-toothed shrew,29,4,acceptable
Mammalia,Soricomorpha,Soricidae,Crocidura,suaveolens,Lesser shrew,27,2.8,acceptable
Mammalia,Soricomorpha,Soricidae,Cryptotis,parva,Least shrew,21,3.5,acceptable
Mammalia,Soricomorpha,Soricidae,Neomys,fodiens,Eurasian water shrew,20,3.1,acceptable
Mammalia,Soricomorpha,Soricidae,Sorex,araneus,Eurasian shrew,21,3.2,acceptable
Mammalia,Soricomorpha,Soricidae,Suncus,murinus,Asian house shrew,30,3.2,acceptable
Mammalia,Soricomorpha,Talpidae,Condylura,cristata,Star-nosed mole,40,2.5,acceptable
Mammalia,Soricomorpha,Talpidae,Mogera,wogura,Japanese mole,40,3.2,acceptable
Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,afer,Aardvark,225,29.8,acceptable
Reptilia,Squamata,Anguidae,Pseudopus,apodus,Armored glass lizard,42,54,acceptable
Reptilia,Squamata,Boidae,Boa,constrictor,Boa constrictor,125,40.4,acceptable
Reptilia,Squamata,Chamaeleonidae,Furcifer,labordi,Labord's chameleon,260,0.4,acceptable
Reptilia,Squamata,Charinidae,Lichanura,trivirgata,Rosy boa,130,31,acceptable
Reptilia,Squamata,Colubridae,Heterodon,nasicus,Mexican hognose snake,56,19.8,acceptable
Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Common garter snake,100,14,acceptable
Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Leopard gecko,55,28.5,acceptable
Reptilia,Squamata,Pythonidae,Python,molurus,Indian python,100,34.2,acceptable
Reptilia,Squamata,Pythonidae,Python,regius,Ball python,77,47.5,acceptable
Reptilia,Squamata,Viperidae,Crotalus,durissus,Neotropical rattlesnake,120,19.8,acceptable
Reptilia,Squamata,Viperidae,Crotalus,horridus,Timber rattlesnake,135,30.2,acceptable
Reptilia,Squamata,Viperidae,Lachesis,muta,Bushmaster,77,31.6,acceptable
Reptilia,Testudines,Cheloniidae,Caretta,caretta,Loggerhead sea turtle,60,37,acceptable
Reptilia,Testudines,Cheloniidae,Chelonia,mydas,Green sea turtle,59,75,acceptable
Reptilia,Testudines,Chelydridae,Macrochelys,temminckii,Alligator snapping turtle,120,70.3,acceptable
Reptilia,Testudines,Dermochelyidae,Dermochelys,coriacea,Leatherback sea turtle,60,30,acceptable
Reptilia,Testudines,Emydidae,Clemmys,guttata,Spotted turtle,77,30,acceptable
Reptilia,Testudines,Emydidae,Glyptemys,muhlenbergii,Bog turtle,90,40,acceptable
Reptilia,Testudines,Emydidae,Terrapene,ornata,Ornate box turtle,63,28.4,acceptable
Reptilia,Testudines,Emydidae,Trachemys,scripta,Common slider,75,41.3,acceptable
Reptilia,Testudines,Kinosternidae,Kinosternon,subrubrum,Common mud turtle,76,40,acceptable
Reptilia,Testudines,Testudinidae,Gopherus,agassizii,Desert tortoise,118,62.8,acceptable
Teleostei,Beloniformes,Adrianichthyidae,Oryzias,latipes,Japanese medaka,10,5,acceptable
Teleostei,Cypriniformes,Cyprinidae,Cyprinus,carpio,Common carp,4,47,acceptable
Teleostei,Cypriniformes,Cyprinidae,Pimephales,promelas,Fathead minnow,5,2,acceptable
Teleostei,Perciformes,Moronidae,Morone,chrysops,White bass,2,9,acceptable
Teleostei,Perciformes,Percidae,Perca,flavescens,Yellow perch,16,12,acceptable
Teleostei,Perciformes,Percidae,Percina,caprodes,Logperch,7,3,acceptable
Teleostei,Perciformes,Percidae,Sander,canadensis,Sauger,20,18,acceptable
Teleostei,Perciformes,Sciaenidae,Aplodinotus,grunniens,Freshwater drum,2,13,acceptable
Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Steelhead,18,11,acceptable
Teleostei,Salmoniformes,Salmonidae,Prosopium,cylindraceum,Round whitefish,140,16,acceptable
Teleostei,Siluriformes,Ictaluridae,Ameiurus,melas,Black bullhead,7,10,acceptable
