Company name (CN),Company name (EN),Province,Location,Registered capital (RMB),Registeration,Registeration - year,Status,Abnormality,Punishment,Lawsuit,Company website
上海长虹医院有限公司,"Shanghai Changhong Hospital Co., Ltd.",Shanghai,East,1000,"2001-10-15	",2001,Living,0,9,0,"www.02132504666.net	;	www.02132504666.cn	;	www.shanghaich120.com	;	www.shchnkyy.com	;	www.02132504666.com	;	www.shnkzl.com	;	www.56506666.com	;	www.edzl.com	;	www.021nkzl.com	;	www.shch120.net	;	www.56506666.net	;	www.32504666.cn	;	www.32504666.net	;	www.32504666.com	;	www.shchyy.net	;	www.02156506666.cn	;	www.changhong120.net	;	www.02156506666.net	;	www.02156506666.com	;	www.shch120.com	;	www.56506666.cn	;	www.changhong120.cn	;	www.shchyy120.cn	;	shanghaich120.net	;	shanghaich120.cn	;	shchnkyy.net	;	shchnkyy.cn	;	021jknk.com	;	021shchnk.com	;	chnkzj.com	;	021nxjk.com	;	chnkzl.com	;	021man.com	;	shchyy120.com	;	shchyy120.net	;	chnkyy.com	;	021shnkyy.com	;		"
南京世纪现代妇产医院有限公司,"Nanjing Century Modern Maternity Hospital Co., Ltd.",Jiangsu,East,500,"2008-12-04	",2008,Living,0,2,5,"www.86900000.cn	;	www.025nx.com	;	www.njtedx.cn	;	www.86900000.com	;	www.njtedx.com	;	www.38120.cn	;	www.yueyi580.com	;	www.86900000.cn	;	www.yueyi580.cn	;	www.xingezs.com	;	www.yueyi580.net	;	www.ntjcws.com	;	www.njfuke120.com	;	njsjxd.com	;	njrenliu.com	;	86900000.net	;	38120.com.cn	;		"
泉州南亚医院有限公司,"Quanzhou Nanya Hospital Co., Ltd.",Fujian,South,1000,"2002-10-17	",2002,Dead,0,0,0,"	"
郴州市福康医院,Chenzhou Fukang Hospital,Hunan,Center,unknown,"2003-11-25	",2003,Living,1,3,16,"www.czfk120.com	;	www.czfk120.com	;	www.czfk120.com	;		"
重庆北大阳光医院有限公司,"Chongqing Peking University Sunshine Hospital Co., Ltd.",Chongqing,South-west,200,"2013-03-20	",2013,Living,0,2,7,"www.cqbdygyy.com	;	www.cqbdygyy.com	;	www.cqbd120.com	;	www.cqkqyy.net	;	www.cqkqk.net	;	www.jieshikf.com	;	www.cqdanjieshi.com	;	www.cqygnk.com	;	www.023bdyg.com	;	www.cqgandan.com	;	www.cqman120.com	;	www.cqygjsb.com	;	www.023gandan.com	;	www.cqbdnkyy.com	;	www.cqfkzx.com	;	www.bdygman.com	;	www.bdygyy.com	;	www.cqgongjing.com	;	www.zmgdjb.com	;	www.86073999.com	;	www.cqbdyg120.com	;	www.beidaman.com	;	www.nkbeida.com	;	www.cqbdyg.com	;	www.bdyg120.com	;	www.cqbdnk.com	;	www.cqfk114.com	;	www.cqbdygyy.com	;	www.bdygkqk.com	;	www.cqygjs.com	;	www.023kqk.com	;	www.023yk.com	;	www.86071999.com	;	www.cqygyy.com	;	www.cqbd123.com	;	www.023beida.com	;	www.cqjieshi.net	;	www.cqygfk.com	;	www.ygjs120.com	;	www.cqwutong.com	;	www.cqyishu.com	;	www.cqbdyy.com	;	www.cqbestyy.com	;	www.cqjsb120.com	;	www.cqzdjsb.com	;	www.cqyinger.com	;	www.cqjieshi120.com	;	www.gandanjieshi.com	;	www.cqkqk120.com	;	www.cqbdfk120.com	;	www.cqbdkq.com	;	www.cqbdfk.com	;	www.bbfk120.com	;	www.cqgjyy.com	;	www.cqdjs.com	;	www.cqmnjs.com	;		"
重庆万州和美妇产医院有限公司,"Chongqing Wanzhou Hemei Maternity Hospital Co., Ltd.",Chongqing,South-west,600,"2009-03-27	",2009,Living,0,1,10,"www.58561111.com	;	www.58561111.com	;	www.wzhemei.com	;	www.58561111.com	;	www.30zs.com	;		"
温州建国医院有限公司,"Wenzhou Jianguo Hospital Co., Ltd",Zhejiang,East,1000,"2005-03-30	",2005,Living,0,10,0,"www.jg120.net	;	www.wzjg120.com	;	www.wzrl.net	;	www.wzyl.net	;	www.wzbyby.com.cn	;	www.0577yechou.cn	;	www.0577fuke.com	;	www.wzjg120.com	;	www.0577wznk.com	;	www.wzgb1.com	;	www.wzjgfk.com	;	www.wzjgfkyy.com	;	www.wzebh1.com	;	www.wzfk1.com	;	www.0577byby.com.cn	;	www.1884hfz.com	;	www.wzjgfk120.com	;	www.wzyy2.com	;	www.wzjgwb.com	;	www.wzfkyy.cn	;	www.wznk3.com	;	www.0577byby.cn	;	www.wzjgfc.com	;	www.wzjggc.com	;	www.wzjggck.com	;	www.0577gck.com	;	www.wzjgyy120.com	;	www.0577yake.net	;	www.jg120.net	;	0577yechou.com	;	0577js.com	;	zjwznk.cn	;	wzjgrl.com	;	wzebh2.com	;	wzjgby.cn	;	wzjgnkyy.com	;	0577byby.net	;	hfz1884.com	;	zjwzjg.com	;	wzjgfk120.cn	;	wzjgyy999.cn	;	0577fcyy.cn	;	670670577.com	;	wzjgebh.com	;	wzebhyy.com	;	wzjgwc.com	;	0577hcw.com	;	wzjgby.com	;	0577fuke.net	;	0577gc.cn	;	0577wznk.cn	;	wzjgfc120.cn	;	wzjgyy999.com	;	ebh0577.com	;	wzgck2.com	;	0577huchou.com	;	wzbyby1.com	;	jgby.org	;	wznk.org	;	gb120.com.cn	;	0577jgnk.cn	;	wzjgnk1.com	;	wzjgrl.cn	;	0577jgyy.com	;	wzpf2.com	;	wzbyby3.com	;	wzjgfc.cn	;	wzjgnk120.com	;	0577jgnk.com	;	wzjggh.cn	;	wzbyyy.cn	;	0577fkyy.com	;	0577byyy.com	;	0577fcyy.com	;	wzgb2.com	;	wzjsyy1.com	;	wzyy5.com	;	wzfk3.com	;	wznk4.com	;	wzgck1.com	;	huchou0577.com	;	0577hck.com	;	wzjgnkyy.cn	;	wzjgnk120.cn	;	jgnk.cn	;	0577ebh.cn	;	0577ebh.com	;	0577fk.com.cn	;	0577nk.com	;	0577ebh.net	;	wzjgnk1.cn	;	wzjggh.com	;	56811996.com	;	0577byyy.cn	;	wzyy3.com	;	wzjgcw.com	;	0577yck.com	;	yechou0577.com	;	wzjgbyby.com	;	wzjgbyby.cn	;	wzjgfcyy.com	;	wzfk2.com	;	0577nk.cn	;	hfzyy1884.com	;	wzrl.net	;	0577gb.com	;	0577jgyy.cn	;	wzyy4.com	;	wzbyby2.com	;	0577ycw.com	;	wzjgfk.cn	;	wzjgnk.com	;	wzjgfkyy.cn	;	wzjgyy120.cn	;	1884hfzyy.com	;	jg120.cn	;	0577nanke.com	;	wzjsw.net	;	gb120.org.cn	;	zjwzjg.cn	;	56811996.cn	;	wzjgfc120.com	;	0577fkyy.cn	;	wzpf1.com	;	wzjgnk.cn	;	wzjgfcyy.cn	;	wzhfz.com	;	wznk2.com	;		"
重庆华山医院有限公司,"Chongqing Huashan Hospital Co., Ltd.",Chongqing,South-west,200,"2009-12-09	",2009,Living,0,0,1,"www.6712346.com	;	www.cqhsgk.com	;		"
成都博爱医院有限公司,"Chengdu Boai Hospital Co., Ltd.",Sichuan,South-west,2000,"2003-04-22	",2003,Living,0,2,5,"www.cdboai.com	;	0.com	;	www.028-68999999.vip	;	www.boai028.com	;	www.120boaiyy.com	;	www.028-68999999.cn	;	www.028-68999999.com	;	www.boaizx.net	;	www.boaibeauty.net	;	www.boaixb.com	;	www.boainkyy.com	;	www.boaigcyy.com	;	www.boaibyyy.com	;	www.boaikqyy.com	;	www.scboaiyy.com	;	www.cdboaifk.com	;	www.boaiwk.com	;	www.scboai.com	;	www.120cdboai.com	;	www.boaigb.com	;	www.boaimt.com	;	www.boaisq.com	;	www.cdbamr.cn	;	www.bandrology.com	;	www.bandrology.net	;	www.bandrology.cn	;	www.bandrology.mobi	;	www.bandrology.vip	;	www.bandrology.top	;	www.boaink.vip	;	www.cdboaiyy.vip	;	www.boaizx.vip	;	www.028nanxing.com	;	www.cdba120.com	;	www.boaibeauty.mobi	;	www.cdboaizx.cn	;	www.boaibeauty.cn	;	www.boaibeauty.fun	;	www.bazxk.com	;	www.boaicd.com	;	www.boaigbyy.com	;	www.boainanke.com	;	www.cdboaink.com	;	www.cdboairl.com	;	www.boairlyy.com	;	www.boaikq.vip	;	www.boaikq.net	;	www.boaioral.vip	;	www.boaioral.xyz	;	www.cdbazx.cn	;	www.cdzxym.com	;	www.cdmryy.com	;	www.cdbayy.com	;	www.jk028.com	;	www.cdboaiyy.com	;	www.cdboai120.com	;	www.cdboai.com	;	www.boaioral.mobi	;	www.028-68999999.net	;	www.cdmryy.cn	;	www.boaioral.cn	;	www.boaibeauty.vip	;	www.boai16.com	;		"
无锡嘉仕恒信医院有限公司,"Wuxi Jiashi Hengxin Hospital Co., Ltd.",Jiangsu,East,2340,"2009-06-19	",2009,Living,0,1,7,"www.wxjmqz.com	;	www.wxjmqzyy.com	;	www.jshxyy04.com	;	www.jshxyy07.com	;	www.wxrlyy.com	;	www.jshxebhw.com	;	www.jshxjmqz.com	;	www.0510mnwk.com	;	www.jshxby.com	;	www.jshxyy01.com	;	www.wxjshx.com	;	www.wxhaolong.com	;	jshxyy06.com	;	jshxyy10.com	;	jshxrlw.com	;	woman366.com	;	jshx6666.com	;	jshxbyw.com	;	jshxyy08.com	;	jshxman.com	;	jshxwz.com	;	jshxebh.com	;	hxrlyy.com	;	jshxyy03.com	;	jshxyy05.com	;	jshxyy09.com	;	0510jshx.com	;	jshxyy02.com	;	wxjrsy.com	;	js8820.com	;	jshx120.com	;		"
重庆佳音生殖健康医院有限公司,"Chongqing Jiayin Reproductive Health Hospital Co., Ltd.",Chongqing,South-west,100,"2016-07-19	",2016,Living,0,0,0,"www.jyszjk.com	;	www.cqjyyy.com	;	www.cqnkyy.com	;		"
广州益寿医院（有限合伙）,Guangzhou Yishou Hospital (Limited Partnership),Guangdong,South,unknown,"2011-05-05	",2011,Living,0,2,3,"www.22356666.com	;	www.22356666.com	;		"
长沙博大泌尿专科医院有限公司,"Changsha Boda Urology Hospital Co., Ltd.",Hunan,Center,200,"2009-08-24	",2009,Living,0,4,3,"www.boda0731.com	;	changshaboda.com	;	nanke.boda0731.com	;	csnk.boda0731.com	;	www.changshaboda.com	;	nanke.boda0732.com	;	www.hnbd0731.com	;	www.jxw114.net	;	www.163nk.com	;	www.boda0731.com	;	www.hnzxsl.com	;	hn-boda.com	;	0731hnbd.com	;	cs-boda.com	;	cs163nk.com	;	goodttc.com	;	csjgjx.com	;	307nanke.com	;	hnxzoa.com	;	jfj163.com	;	hubonan.com	;	hncsbd.com	;	csbd120.com	;	ccssnk.com	;	hunanbd.com	;	120csbdnkyy.com	;	0731csbd.com	;	changshaboda.com	;	szhxm.com	;	sjtmk.com	;	hnxxsm.com	;	hnsznl.com	;	csbd0731.com	;		"
河南中都中医皮肤病医院有限公司,"Henan Zhongdu Traditional Chinese Medicine Dermatology Hospital Co., Ltd.",Henan,Center,1001,"2009-07-03	",2009,Living,0,1,0,"www.zdbantu.com	;	www.zdmfzz.com	;	www.zdpfyy.com	;	www.pf110.net	;	www.zdmaifa.com	;	www.hnzzpfyy.com	;	www.hnzzpfbyy.com	;	www.zdtuof.com	;	zzpf120.cn	;	55208989.com	;	zzzdpf.cn	;	zzzdpf.com	;	zdpfyy.cn	;	55209898.com	;	hnzdpf.com	;		"
济南美莱医学美容医院有限公司,"Jinan Mylike Medical Beauty Hospital Co., Ltd",Shandong,North,5000,"2017-04-25	",2017,Living,0,0,0,"	"
江阴九龙医院有限公司,"Jiangyin Kowloon Hospital Co., Ltd.",Jiangsu,East,50,"2006-04-30	",2006,Living,1,1,0,"www.jyjiulong.com	;	jyjiulong.com	;	www.nkyjs.com	;	www.jyjiulong.com	;	www.jy9lyy.com	;	www.ncwjyy120.com	;	www.gxwjyy.cn	;	www.jyjlgck.com	;	www.0571jlyy.com	;		"
武汉雄楚中西医结合医院有限公司,Wuhan Xiongchu Hospital of Integrated Traditional Chinese and Western Medicine,Hubei,Center,260,"2008-06-02	",2008,Living,0,1,0,"	"
黑龙江和美妇产医院有限公司,"Heilongjiang Harmonicare Maternity Hospital Co., Ltd",Heilongjiang,North-east,1000,"2010-05-20	",2010,Living,1,2,5,"www.hemei120.com	;	www.hemei120.com	;	www.hemei120.com	;	www.hemei120.com/about/#360dppck	;	www.hljhmrl.com	;	www.hrbrl.net	;	www.hrbhmrl.com	;	www.hrbhmck.com	;	www.hrbhmfk.com	;	www.hemei120.com	;	www.hljhmfk.com	;	www.hljhmck.com	;	www.hrb39.com	;		"
巢湖康平妇产医院,Chaohu Kangping Maternity Hospital,Anhui,East,unknown,"2005-04-21	",2005,Dead,0,0,0,"	"
天津河北现代和美医院有限公司,"Tianjin Hebei Hyundai Hemei Hospital Co., Ltd.",Tianjin,North,1000,"2006-09-14	",2006,Living,0,0,14,"www.022nz.com	;	www.022hemei.com	;		"
南通和美家妇产科医院有限公司,"Nantong and Meijia Maternity Hospital Co., Ltd",Jiangsu,East,3673.47,"2007-09-29	",2007,Living,0,3,4,"www.68688888.com	;	www.01msp.com	;	www.nbfb120.com	;	www.hmjhospital.com	;	weixin.68688888.com	;	www.nthmj.cn	;	www.hmjfck.com	;	www.120hmj.com	;	www.180sqn.com	;	www.hmj0513.com	;	www.nantonghmjfk.com	;	www.ntfk120.com	;	www.nantongfuke.com	;	www.nthemeijia.com	;	nthmj.com	;	68688888.com	;	ntyiyuan.com	;	nantonghmj.com	;		"
舟山普仁医院有限公司,"Zhoushan Puren Hospital Co., Ltd.",Zhejiang,East,10,"2006-07-27	",2006,Living,0,1,2,"www.zsxdfk.com	;		"
中山国丹中医院有限公司,"Zhongshan Guodan Hospital of Traditional Chinese Medicine Co., Ltd.",Guangdong,South,1500,"2007-11-13	",2007,Living,0,2,4,"www.zs120.com	;		"
兰州仁和医院有限公司,"Lanzhou Renhe Hospital Co., Ltd.",Gansu,North-west,500,"2016-10-26	",2016,Living,0,1,0,"www.lzrhyy120.cn	;	www.rhfc120.cn	;	www.lzrhfc.cn	;	www.lzrhfk120.cn	;	www.lzrhrl.cn	;	www.rhfk120.cn	;	www.rhyunyu.cn	;	www.gsrh120.cn	;	www.gsrhyy120.cn	;	www.lzrlrh.cn	;	www.lzrhyy.net	;	www.gsrhzxyy.cn	;	www.lzrhzxyy.cn	;	www.lzrhzx.cn	;	www.lzzxyy.cn	;		"
海安华山医院有限公司,"Haian Huashan Hospital Co., Ltd.",Jiangsu,East,500,"2003-09-24	",2003,Living,2,0,0,"www.hahsyy.com	;	www.hahsyy.cn	;		"
南昌博爱泌尿专科医院有限公司,"Nanchang Boai Urology Specialist Hospital Co., Ltd.",Jiangxi,Center,1000,"2015-11-18	",2015,Living,1,1,0,"www.jxncbanzyy.cn	;	www.jxbayy.net	;	www.jxncba.com	;	www.jxncba.net	;	www.jxncba.cn	;	www.ncboaiyy.com	;	www.ncboaink.com	;	www.ncboaiyy.net	;	www.ncboaiyy.cn	;	www.ncboaink.cn	;	www.ncboaink.net	;	www.jxba.net	;	www.jxncboai.net	;	www.jxncboai.com	;	www.jxncboai.cn	;	www.jxncbanzzkyy.cn	;	www.jxncboaiyy.cn	;	www.jxncbankyy.cn	;	www.ncbanzyy.cn	;	www.jxncbamnzkyy.cn	;	www.ncbayy.cn	;	www.ncbankyy.cn	;	www.jxncbayy.cn	;		"
杭州阿波罗男子医院有限公司,"Hangzhou Apollo Men's Hospital Co., Ltd.",Zhejiang,East,1000,"2005-06-09	",2005,Living,0,6,1,"hzabl.net	;	www.hzabl.cn	;	www.hzabl.net	;	www.hznkman.com	;	www.ablnk.cn	;	www.85093333.com	;	www.hzabl.com	;	www.hzszzk.cn	;	www.hzmnkyy.net	;	www.ablzk.cn	;	www.hzmnyy.cn	;	www.hzzx120.cn	;	www.hznk0571.com	;	www.hznkhyy.cn	;	www.hzabl.org	;	www.hzablnk.cn	;	www.hzaboluo-nxby.cn	;	www.hznank.com	;	hzqlxyy.cn	;	hzablzk.cn	;	hzszyy.net	;	hzaboluo-zjjs.cn	;	hzszzkyy.cn	;	hzszzkyy.com.cn	;	hzywnk.cn	;	hzszzk.net	;	hznxxb.com	;	hzqlx120.com	;	hzzxyw.cn	;	hzbphyy.com	;	hzywzk.com	;	hz16.net	;	hzszzk.com.cn	;	hzszzkyy.org	;	hzszzk.com	;	hzzxyy.net	;	hzzynk.com	;	hzbpss.com	;	hzbpnk.com	;	hznxzkyy.cn	;	hznxzk.net	;	qlxzkyy.com	;	hzszyy.com.cn	;	hzzxnk.com	;	hzzynkyy.com	;	ablyy0571.com	;	hzszzk.org	;	hzmnzk.com	;	hzaboluo-zxzx.cn	;	hzabl.net.cn	;	hzszyy.cn	;	hzgbpyy.com	;	hznk0571.cn	;	hznxmn.com	;	hzablzk.com	;	hzszyy.org	;	nxzkyy.cn	;	hzszzkyy.net	;	hznkhyy.com	;	hzxbzk.com	;	hzzaox.com	;	hzzynkyy.cn	;	hzabl.com.cn	;	aboluoyiyuan.cn	;	hzyangweizaoxie.cn	;	hzabl.cn	;	hzabl.net	;	hzaboluo-mtbd.cn	;	hznryy.cn	;	hzqlxzk.com	;	hznz0571.com	;	hzywnk.com	;	hzbpssyy.com	;	hznxzkyy.net	;	hzszzkyy.com	;	hzzynk.cn	;	hznxzk.cn	;	hzablyy.cn	;	hzbaopibaojing.cn	;	hzqianliexianyan.cn	;		"
太原益民中医院,Taiyuan Yimin Traditional Chinese Medicine Hospital,Shanxi,North,unknown,"2005-05-20	",2005,Living,0,3,0,"wap.5616999.com	;	www.tyymzyy.com	;	www.tyxnxg.com	;	www.tyxnxgyy.com	;	ymnkyy.net	;	tyymyynk.com	;	ymyynk.com	;	ymnake.com	;	tynkym.com	;	tyymnk.com	;	ymnkyy.com	;	ymnake.net	;	tyymzyy.net	;	ymyynk.net	;		"
宁波鄞州虹桥男科医院有限公司,"Ningbo Yinzhou Hongqiao Men's Hospital Co., Ltd.",Zhejiang,East,1000,"2007-04-16	",2007,Dead,0,1,0,"www.hqnk.com	;		"
上海同德医院有限公司,"Shanghai Tongde Hospital Co., Ltd.",Shanghai,East,200,"2004-08-12	",2004,Living,1,12,2,"www.shtdyy.com	;		"
郑州集美美容医院,Zhengzhou Jimei Beauty Hospital,Henan,Center,unknown,"2010-08-16	",2010,Living,0,4,28,"www.zzjmzx.com	;	www.zzjmzx.com	;	www.bzmn.cn	;	www.ltyl.cn	;	www.bjjmzx.com	;	www.jmmr.net	;	www.zzjmzx.cn	;	www.zzjmzx.net	;	www.jmzxyy.net	;	www.jmzx-kq.com	;	www.jmzx.hk	;	www.zzjmzxyy.com	;	www.zzjmzxyy.net	;	www.0371jmzx.com	;	jmzx.mobi	;	bzmn.mobi	;		"
泉州丰泽玛丽医院有限公司,"Quanzhou Fengze Mary Hospital Co., Ltd.",Fujian,South,1000,"2010-07-26	",2010,Living,0,6,5,"	"
辽宁省武警总队医院军人服务社,Military Service Agency of Liaoning Armed Police Corps Hospital,Liaoning,North-east,4.4,"1989-07-15	",1989,Dead,0,0,0,"	"
中山百佳妇产医院有限公司,"Zhongshan Baijia Maternity Hospital Co., Ltd.",Guangdong,South,1000,"2008-02-01	",2008,Living,0,3,4,"www.zsnvzi.com	;	www.zsxd120.com	;	www.0760yunyu.com	;	www.0760mly.com	;	www.0760mama.com	;	www.zsmaria.com	;	www.zsmaria.cn	;	www.zsmaria.net	;	www.zsmaliya.cn	;	www.zsmaliya.net	;	www.zsmlyfc.com	;	www.zsmaliya.com	;	www.zsbaijia.cn	;	www.zsbj120.com	;	www.zsbjfc.com	;	www.baijiazx.cn	;	www.zsbaijia.com	;		"
赣州现代泌尿专科医院,Ganzhou Modern Urology Hospital,Jiangxi,Center,15,"2008-11-11	",2008,Living,1,0,0,"www.foree.net	;	www.gzsnxyy.com	;	www.gzsnzyy.com	;	www.gzsmnzk.com	;	www.gnnkw.com	;	www.gzsnkw.com	;	www.lnnanke.com	;	www.gzmnzkyy.com	;	www.gzmnzk.com	;	www.gzmnyy.com	;	www.gnfsyy.com	;	www.gzxdnk.com	;	www.gnzkyy.com	;	www.gzsmnyy.com	;	www.m8yl.com	;	www.njkn120.com	;	www.0797120.com	;	www.gzbb120.com	;	www.lgz120.com	;	www.gzsxdmnyy.com	;	www.gzsxdnk.com	;	www.gzsxdyy.com	;	www.gzsxdmn.com	;	www.gznkyyw.com	;	www.gznkzx.com	;	www.gnnzyy.com	;	www.gnnxyy.com	;	www.gnmnyy.com	;	www.gzxdmnzkyy.com	;	www.gzxdmnyy.com	;	www.nankegz.com	;	www.dnjcy.com	;	www.gndyyy.com	;	www.gzszkyy.com	;	www.gzxdzk.com	;	www.gzxdmn.com	;		"
成都曙光医院有限公司,Chengdu Shuguang Andrology Hospital,Sichuan,South-west,200,"2004-06-16	",2004,Living,0,2,5,"www.cdsgnk.com	;	www.cdsgnk.cn	;	www.cdsgnk.com/#_ranking=cl2?dubai	;	www.cdnr120.com	;	www.sc120wk.com	;	www.cd120nk.com	;	www.cd120sg.com	;	www.sc120mn.com	;	www.sc120nk.com	;	www.cdns120.com	;	www.cd120mnk.com	;	www.cd120mn.com	;	www.cd120wk.com	;	www.scnk120.com	;	www.scsg120.com	;	www.cdsgnkyy.com	;	www.cdsgnk120.com	;	www.cdsgyy120.com	;	www.scsgyy120.com	;	www.scmnwk.com	;	www.cdmnwk.com	;	www.cdsgmn.com	;	www.scsgmn.com	;	www.cdmnsg.com	;	www.scmnnk.com	;	www.cdsgsz120.com	;	www.cdsgsz120.cn	;	www.cdsgsz.cn	;	www.cdsznk.com	;	www.cdsznk.cn	;	www.cdsgyy.cn	;	www.cdnkyy.cn	;	www.cdsgyy120.cn	;	www.cdsz120.cn	;	www.cdsg120.cn	;	www.sgyy120.cn	;	www.chengdunankeyiyuan.com	;	www.cdsg120.com	;	www.cdsgsz.com	;	www.cdsgnk.com	;	www.cdsgnk.cn	;		"
晋城现代妇产医院有限公司,"Jincheng Modern Maternity Hospital Co., Ltd.",Shanxi,North,500,"2008-10-15	",2008,Living,0,1,0,"www.2023333.com.cn	;	www.jcxdnzyy.cn	;	www.2023333.com	;	www.2023333.com	;	www.jcxdyy.cn	;	www.2023333.com.cn	;	jcxdnzyy.cn	;		"
重庆市涪陵三峡医院有限公司,"Chongqing Fuling Three Gorges Hospital Co., Ltd.",Chongqing,South-west,600,"2005-05-13	",2005,Living,0,4,0,"www.72243333.com	;	www.flsxyy.com	;		"
上海真美妇科医院有限公司,"Shanghai Zhenmei Gynecology Hospital Co., Ltd.",Shanghai,East,500,"2005-05-30	",2005,Dead,0,26,5,"	"
广东民安医院（普通合伙）,Guangdong Minan Hospital (General Partnership),Guangdong,South,unknown,"2012-03-05	",2012,Living,0,1,3,"www.gzmagck.com	;	www.gzyyma.com	;	www.gzmayy.com	;	www.gdma120.com	;	www.magcyy.com	;	www.mayygck.com	;	www.gdmayy.com	;	www.gzmagc.com	;	www.gzmawc.com	;	www.mawcyy.com	;	www.mawczk.com	;	www.gdmagc.com	;	www.gzma120.com	;	www.gzmagck.com	;	www.gcmazk.com	;	www.gcmayy.com	;	www.gdmazk.com	;	www.magczk.com	;		"
江门玛丽妇科医院,Jiangmen Marie Gynecology Hospital,Guangdong,South,unknown,"2009-02-23	",2009,Dead,2,0,0,"	"
西安俪人医院有限公司,"Xi'an Liren Hospital Co., Ltd.",Shanxi,North-west,2500,"2010-09-17	",2010,Living,1,1,19,"www.xalr120.com	;	www.xalryy.com	;	www.xayr120.com	;	www.xalru.com	;	www.xalrr.com	;	www.xalrt.com	;	www.xalrf.com	;	www.xalrl.com	;	www.xalrk.com	;	www.xalrm.com	;	www.xalrn.com	;	www.xalrb.com	;	www.xalrc.com	;	www.xalrx.com	;	www.xalrh.com	;	www.xalrfk.com	;	www.xalrck.com	;	www.xarlyy.com	;	www.lrzxyy.com	;	www.88635555.com	;	www.88631111.com	;	www.xalr120.com	;	www.lrzxyy.org	;	www.xalrv.com	;	www.xalrd.com	;	www.xalrj.com	;	www.xalrg.com	;	www.xalrz.com	;	www.xalre.com	;	www.xalri.com	;	www.xalro.com	;	www.xalrp.com	;	www.xalrq.com	;	www.xalryy.com	;	www.xabhxf.com	;	www.xabhzx.com	;	www.xalrbh.com	;	www.xalrzf.com	;		"
太原新医医院有限公司,"Taiyuan New Medical Hospital Co., Ltd.",Shanxi,North,300,"2015-11-25	",2015,Dead,1,1,1,"xinyiyy.com	;		"
济南乳腺病医院有限公司,"Jinan Breast Disease Hospital Co., Ltd.",Shandong,North,500,"2009-12-08	",2009,Living,0,3,3,"www.jnrxb120.com	;	www.jnrxb120.com	;	www.05310531.com	;	www.jnrxzx120.com	;	www.jnrxbzk120.com	;	www.jnanrxb.cn	;	www.jnrxbingzx.com	;	www.rxbyyzk.com	;	www.66677777.com	;	www.jinanruxianbing.com	;	www.jnrxbzx.com	;	www.jnrxbyy120.com	;	www.jnrxk.com	;	www.jnruxiank.com	;	www.jnanrxbzk.com	;	www.jnanrxzk.com	;	www.rxbyyzx.com	;	www.jinanrxb.com	;	www.jnanrxbyy.com	;	www.rxbingyy.com	;	www.jnruxianbing.com	;	www.jnrxfk.com	;	www.jnanrxyy.cn	;	www.jnrxbyydz.com	;	www.jnrxzkyy.com	;	www.jnrxbingzk.com	;	www.rxyy120.cn	;	www.jnanrxb.com	;	www.jnrxbingyy.com	;	www.jnrxzk.com	;	www.jinanrxb.cn	;	www.rxbyyzk.cn	;	www.jnanrxyy.com	;	www.rxbyyzx.cn	;	jnruxianzk.com	;	jnrxkyy.com	;	ruxian120.cn	;	4001188521.com	;	jnrxyyzx.com	;	jnrxfkyy.com	;	jnruxian.cn	;	jnrxbzk.com	;	jnrxzx.com	;	jinanruxianyiyuan.com	;	jnrxnanru.com	;	inanruxian.cn	;	jnrxbing.com	;	darunan.com	;	jnrxk120.com	;	jndrx.cn	;	jnrxbzkyy.com	;	rxbzk.com	;	jnruxianyy.com	;	jnrxzk120.com	;	jnrxk.cn	;	rufangzhengxing.net	;	jnruxian.com	;	jnrxb.com	;	jnrxyy120.com	;	jnruxianzx.com	;	jnruxianb.com	;	120jnrxb.com	;	jnrxyyzk.com	;	jnhrx.cn	;	jnrxkzx.com	;	120rxbyy.com	;	67883376.cn	;	jnrxbyyzx.com	;	jnrxbyyzk.com	;	jnrxb120.com	;	67883376.com	;		"
南昌东大肛肠专科医院有限公司,"Nanchang Dongda Anorectal Specialist Hospital Co., Ltd.",Jiangxi,Center,110,"2012-08-22	",2012,Living,0,0,1,"jxncddgczkyy.com	;	www.jxncddgc.net	;	www.0791ddgc.com	;	www.120ncddgc.com	;	www.jxncddgczkyy.com	;	www.0791gcyy.com	;		"
威海现代妇产医院有限公司,"Weihai Modern Maternity Hospital Co., Ltd.",Shandong,North,1000,"2008-12-15	",2008,Living,0,1,0,"www.5161111.com	;	www.5161111.com	;	www.whxdfcyy.com	;	www.whymmlt.com	;	5161111.com	;	0631whfcyy.com	;	whwtrlyy.com	;		"
上饶市东大肛肠专科医院有限公司,"Shangrao Dongda Anorectal Specialist Hospital Co., Ltd.",Jiangxi,Center,100,"2016-05-23	",2016,Living,1,0,0,"www.gcyy0793.com	;	www.srgcyy.com	;	www.0793srdd.com	;	www.srddzkyy.com	;		"
